,ISO3,Country,Year,Airports per one hundred thousand sq. km,Airports per one million inhabitants,Density of rail lines (km per one hundred sq. km),Density of road (km per one hundred sq. km),Inland waterways infrastructure investment in constant USD per inhabitant,Inland waterways infrastructure investment per GDP,Rail infrastructure investment in constant USD per inhabitant,Rail infrastructure investment per GDP,Road infrastructure investment in constant USD per inhabitant,Road infrastructure investment per GDP,Share of electrified rail lines in total rail network,Share of high-speed rail lines in total rail network,Share of inland waterways infrastructure investment in total inland transport infrastructure investment,Share of motorways in total road network,Share of rail infrastructure investment in total inland transport infrastructure investment,Share of road infrastructure investment in total inland transport infrastructure investment,Share of road infrastructure maintenance in total road infrastructure spending,Share of urban roads in total road network,Total inland transport infrastructure investment in constant USD per inhabitant,Total inland transport infrastructure investment per GDP
0,ALB,Albania,2000,,,1.6058394160584,,0.00742071245257,0.00059856464199,0.67281126236656,0.05426986087363,35.537791935369,2.866526070483,,,0.02048900423439,,1.8576697172517,98.121841278514,3.4216187147083,,36.218023910188,2.9213944959986
1,ALB,Albania,2001,,,1.6313868613139,,0.0093910323097,0.00070991340831,0.42259645393661,0.03194610337404,32.443668871945,2.452573347366,,,0.02856530743412,,1.2854388345355,98.68599585803,5.0371083012644,,32.875656358191,2.4852293641483
2,ALB,Albania,2002,,,1.6313868613139,,0.01507568928777,0.00081900886823,2.2342171524477,0.12137711427139,25.71611078708,1.3970653274234,,,0.05390835579515,,7.989218328841,91.956873315364,9.5737913486005,,27.965403628815,1.519261450563
3,ALB,Albania,2003,,,1.6313868613139,,0.01475603281001,0.00073774821539,0.28626703651419,0.01431231537851,24.666184445213,1.233219916841,,,0.05910165484634,,1.1465721040189,98.794326241135,8.6657195934871,,24.967207514537,1.2482699804349
4,ALB,Albania,2004,3.6496350364963,0.33036675004022,1.6313868613139,,0.01149071743792,0.00054225817996,0.75551467154299,0.03565347533268,33.406388271382,1.5764800937022,,,0.03362474781439,,2.2108271687962,97.755548083389,6.9754419646428,,34.173393660363,1.6126758272149
5,ALB,Albania,2005,3.6496350364963,0.33206186843908,1.543795620438,,0.02849960724305,0.00124352898604,0.82933857077261,0.03618669349373,24.136317374135,1.0531446982763,,,0.11402508551881,,3.3181299885975,96.567844925884,9.4418306244654,,24.994155552151,1.0905749207561
6,ALB,Albania,2006,3.6496350364963,0.33416350687224,1.543795620438,,0.04255986763779,0.00171873478204,0.43411064990549,0.01753109477677,61.192577689618,2.4711968696111,,,0.06901311249137,,0.70393374741201,99.227053140097,3.1349651920054,,61.669248207162,2.4904466991699
7,ALB,Albania,2007,3.6496350364963,0.33669840947038,1.543795620438,,0.04464338727559,0.00165712439204,0.20089524274016,0.00745705976419,87.425703344131,3.2451674109917,,,0.05092135832723,,0.22914611247255,99.7199325292,2.3315981422025,,87.671241974147,3.2542815951479
8,ALB,Albania,2008,3.6496350364963,0.33929197906976,1.543795620438,,0.07212557882335,0.00240590149129,0.4688162623518,0.01563835969338,170.2718472376,5.6797782128964,,,0.04222492894844,,0.27446203816484,99.683313032887,1.5857236768266,,170.81278907877,5.697822474081
9,ALB,Albania,2009,3.6496350364963,0.34158616903938,1.543795620438,,0.09216299681899,0.00288477677073,0.03351381702509,0.00104900973481,179.63126643638,5.6226047611055,,,0.05127089677459,,0.01864396246349,99.930085140762,1.7640590157925,,179.75694325023,5.6265385476111
10,ALB,Albania,2010,3.6496350364963,0.34328623102957,1.456204379562,,0.08953833338861,0.0025813841866,0.11472098965416,0.00330739848908,93.19821276587,2.6868982652292,,,0.09586291603008,,0.12282436116354,99.781312722806,2.7702367399364,,93.402472088913,2.6927870479048
11,ALB,Albania,2011,3.6496350364963,0.34421097379006,1.456204379562,,0.02233025114826,0.00061508937249,0.34053633001089,0.00938011293041,82.303723169681,2.2670656546396,,,0.02701242571583,,0.4119394921664,99.561048082118,3.527025258474,,82.66658975084,2.2770608569425
12,ALB,Albania,2012,3.6496350364963,0.34477991146741,1.456204379562,,0.03890409879704,0.0010504114987,0.17784730878647,0.00480188113694,69.863424846885,1.8863139634952,,,0.0555136999881,,0.25377691423133,99.690709385781,3.548684109568,,70.080176254469,1.8921662561308
13,ALB,Albania,2013,3.6496350364963,0.34541216652182,1.2627737226277,,0.01103501272076,0.00029628466438,0.25656404575771,0.00688861844683,90.633318228795,2.4334600197177,,,0.01213960546282,,0.28224582701062,99.705614567527,3.6003521126761,,90.900917287274,2.440644922829
14,ALB,Albania,2014,3.6496350364963,0.34612807292503,1.2627737226277,,0.00826845793499,0.0002150067548,0.26734680656452,0.00695188507172,74.336192988163,1.9329823945302,,,0.0110819696354,,0.35831701821137,99.630601012153,7.3384409248634,,74.611808252662,1.9401492863567
15,ALB,Albania,2015,3.6496350364963,0.34713748692593,1.3832116788321,,0.0077165139724,0.00019521622637,0.21151515977925,0.00535101620504,69.010437993904,1.7458605444999,,,0.01114625276915,,0.30552675001144,99.683326997219,4.4637747510587,,69.229669667656,1.7514067769313
16,ALB,Albania,2016,3.6496350364963,0.34769293567924,1.2189781021898,14.92700729927,0.0,0.0,0.0,0.0,33.791684565315,0.83138706901762,,,0.0,,0.0,100.0,12.731679498147,22.821271393643,33.791684565315,0.83138706901762
17,ALB,Albania,2017,,,1.2189781021898,14.861313868613,0.00246927771441,0.0,0.0,0.0,58.546574608543,1.3761370268501,,,0.00421745181561,,0.0,99.995782548184,7.8746276389069,23.220530451866,58.549043886257,1.376195067214
18,ALB,Albania,2018,,,1.2189781021898,11.682481751825,0.00929603849129,0.00020773114214,0.10635761685627,0.00237668865562,59.029844419715,1.3190927525659,,,0.01571723764926,,0.17982368957531,99.804459072775,7.3589358506758,7.7519525148391,59.145498075062,1.3216771723637
19,ALB,Albania,2019,,,0.61678832116788,13.558394160584,0.0,0.0,0.36389651528692,0.00784855670017,59.274656417322,1.2784417608608,,,0.0,,0.61016992766093,99.389830072339,6.9076823757263,56.257065948856,59.638552932609,1.286290317561
20,ALB,Albania,2020,,,0.81751824817518,13.416058394161,0.0,0.0,0.51163978590606,0.01131333687048,76.055529250089,1.6817336082357,,,0.0,0.59847660500544,0.66822345967307,99.331776540327,3.8987113480714,15.365886833515,76.567169035995,1.6930469451062
21,ALB,Albania,2021,,,0.81751824817518,13.160583941606,0.0,0.0,1.8233256166334,0.03539983869393,88.69702371856,1.7220513459722,,,0.0,0.69328896283971,2.0142715201879,97.985728479812,7.4902640780011,17.900721020521,90.520349335194,1.7574511846661
22,ARE,United Arab Emirates,2018,,,0.39284708532808,,,,,,,,,,,,,,,,,
23,ARE,United Arab Emirates,2019,,,0.3675021120811,,,,,,,,,,,,,,,,,
24,ARE,United Arab Emirates,2020,,,0.3675021120811,,,,,,,,,,,,,,,,,
25,ARE,United Arab Emirates,2021,,,0.39284708532808,,,,,,,,,,,,,,,,,
26,ARG,Argentina,2004,0.32886443111934,0.23274580361902,,,,,,,,,,,,,,,,,,
27,ARG,Argentina,2005,0.40194541581253,0.28154233292273,,,,,,,,,,,,,,,,,,
28,ARG,Argentina,2006,0.43848590815913,0.30397561345509,,,,,,,,,,,,,,,,,,
29,ARG,Argentina,2007,0.51156689285231,0.35108739666213,,,,,,,,,,,,,,,,,,
30,ARG,Argentina,2008,0.40194541581253,0.2731306324968,,,,,,,,,,,,,,,,,,
31,ARG,Argentina,2009,0.51156689285231,0.34411276398303,,,,,,,,,,,,,,,,,,
32,ARG,Argentina,2010,0.40194541581253,0.26968416772266,,,,,,,,,,,,,,,,,,
33,ARG,Argentina,2011,0.36540492346594,0.24235673505731,,,,,,,,,,,,,,,,,,
34,ARG,Argentina,2012,0.40194541581253,0.26357866844418,,,,,,,,,,,,,,,,,,
35,ARG,Argentina,2013,0.32886443111934,0.2132553103238,0.66127328999631,,,,,,,,2.2103111012875,,,,,,,,,
36,ARG,Argentina,2014,0.36540492346594,0.23435943706863,0.66127328999631,,,,,,,,2.2103111012875,,,,,,,,,
37,ARG,Argentina,2015,0.29232393877275,0.18547728615014,,,,,,,,,,,,,,,,,,
38,ARG,Argentina,2016,0.29232393877275,0.18352678279752,0.64344152973117,,,,,,,,1.3402237492191,,,,,,,,,
39,ARG,Argentina,2017,,,0.64344152973117,,,,,,,,1.3402237492191,,,,,,,,,
40,ARG,Argentina,2018,,,0.64344152973117,,,,,,,,1.4594809472429,,,,,,,,,
41,ARG,Argentina,2019,,,0.64344152973117,,,,,,,,1.4594809472429,,,,,,,,,
42,ARM,Armenia,2000,,,2.9610115911486,25.974710221286,,,,,,,92.408066429419,,,21.095334685598,,,,,,
43,ARM,Armenia,2001,,,2.9610115911486,25.974710221286,,,,,0.74135866585028,0.05799927339327,92.408066429419,,,21.095334685598,,,,,,
44,ARM,Armenia,2002,,,2.4973656480506,25.978222690551,,,,,0.49010703891197,0.03302820895289,,,,21.092482422931,,,,,,
45,ARM,Armenia,2003,,,2.4973656480506,25.001756234633,,,,,0.28681622122429,0.0168344707424,,,,21.930317504917,,,,,,
46,ARM,Armenia,2004,7.0249385317878,0.65236997858596,2.4973656480506,,,,,,2.5800235781726,0.13626700218989,,,,,,,,,,
